ID_Alerta_posible_fraude,Cód. de gravedad del siniestro,Cód._Hecho,Código_Oficina,Tipo de Alerta,Antecedentes de siniestros en otras compañías?,Vehículo con rastreo satelital?,FRAUDE DETECTADO,Tipo de persona,Nacionalidad,Sexo,EDAD APROXIMADA POR NRO DNI,Código de actividad del asegurado,Antigüedad en días al momento del stro,Codigo de Productor
59589,B,4,246,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,44,221,1097,11690
58924,I,4,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,53,221,1025,88269
38375,R,5,220,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,38,218,78,86057
59052,R,5,230,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,52,221,994,9865
59202,G,2,231,ANALISIS,NO,SI,0,PF,EXTRANJERO,Masculino,39,221,921,89068
42499,G,2,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,27,221,306,84562
60345,A,4,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,33,221,1140,88269
40532,R,5,246,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,30,221,358,8407
48211,A,4,230,PARAMETROS,NO,NO,0,PF,ARGENTINA,Femenino,67,226,665,88014
46308,M,2,245,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,38,221,456,86604
37318,L,2,242,CESVI,SI,NO,0,PF,ARGENTINA,Masculino,32,221,201,86392
47253,A,4,205,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,34,221,587,87158
61176,A,4,205,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,34,221,1194,87158
47478,R,5,101,PARAMETROS,NO,NO,0,PF,EXTRANJERO,Masculino,47,221,627,86229
42870,L,2,216,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,27,221,227,86702
60566,A,4,201,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,59,228,1149,10866
61692,A,3,225,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,30,107,1216,83516
32932,G,3,209,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,24,114,3,10721
60615,T,8,218,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,52,221,1130,86991
63273,A,8,238,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,44,221,1290,86456
48534,R,5,238,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,42,221,643,86493
48874,R,5,238,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,59,130,650,83973
43786,L,2,245,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,35,130,363,86941
38407,G,2,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,37,221,22,83360
52402,A,3,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,65,221,660,83826
48540,A,4,218,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,39,221,636,85629
33210,L,3,388,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,31,221,1,8819727
43495,L,2,209,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,26,221,121,84012
58417,A,4,246,PARAMETROS,NO,NO,1,PF,EXTRANJERO,Masculino,37,221,924,87111
34485,R,5,101,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,45,221,75,85157
48541,C,3,238,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,52,221,567,86371
50062,L,2,218,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,39,221,91,83773
50065,L,2,218,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,39,221,91,83773
50052,B,3,101,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,41,106,98,85157
48418,G,2,230,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,24,130,444,84987
33069,R,5,345,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,74,130,-1,84477
41712,R,5,201,CESVI,SI,NO,0,PF,ARGENTINA,Masculino,42,228,354,86699
37176,L,2,218,ANALISIS,SI,NO,1,PF,ARGENTINA,Masculino,48,221,59,83333
38598,L,2,229,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,40,221,113,86324
50756,A,4,246,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,39,221,698,87068
52436,A,8,225,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,44,225,731,85610
34214,R,5,106,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,67,250,36,85292
35426,R,5,229,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,27,223,100,82708
40382,I,4,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,39,138,249,82841
50051,C,3,101,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,34,100,158,85157
51775,G,2,209,CONTACTO,NO,NO,1,PF,ARGENTINA,Masculino,34,130,756,12097
44145,L,2,230,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,34,130,99,12097
34679,R,5,386,CHECKLIST,NO,NO,1,PF,ARGENTINA,Masculino,28,130,60,8600018
58418,A,4,238,PARAMETROS,NO,NO,1,PF,ARGENTINA,Femenino,57,226,893,83973
50449,A,4,205,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,45,221,686,84562
58646,R,5,230,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,38,25,840,12232
56805,A,4,231,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,38,221,821,86980
43265,R,5,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,42,226,365,85125
58248,A,4,231,PARAMETROS,NO,NO,1,PF,ARGENTINA,Femenino,37,221,866,87247
39853,G,2,209,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,76,226,126,84735
47681,I,4,230,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,52,226,537,84987
37574,A,3,209,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,57,130,14,12097
62236,L,2,238,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,26,130,896,87040
40403,G,2,201,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,57,107,228,87188
51773,L,2,209,CONTACTO,NO,NO,0,PF,ARGENTINA,Masculino,44,221,728,12097
60711,A,4,205,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,63,130,1065,86048
47474,C,4,238,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,28,221,530,86336
58234,A,8,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,65,130,739,87281
60315,B,4,241,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,38,221,1028,86910
42855,L,2,209,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,44,221,-3,12097
37822,I,3,216,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,37,221,118,84155
41423,L,2,246,ANALISIS,SI,NO,1,PF,ARGENTINA,Masculino,32,221,287,87068
43223,G,3,238,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,57,130,292,86662
42849,G,2,209,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,59,221,98,12097
42760,A,3,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,41,221,76,7752
38699,R,5,241,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,36,226,148,85184
44627,L,2,241,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,26,221,148,85935
60329,A,4,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,41,221,1005,86278
50907,A,8,229,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,47,221,619,83491
51774,L,2,209,CONTACTO,NO,NO,0,PF,ARGENTINA,Masculino,44,221,709,12097
61443,A,3,238,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,71,234,1048,86968
35733,L,2,206,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,52,220,36,86340
46410,G,2,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,34,221,264,85940
35806,R,5,241,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,63,226,56,85444
37236,L,2,231,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,31,221,5,86510
48968,A,4,216,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,57,24,570,86872
44814,G,2,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,47,130,317,87162
49408,G,2,238,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,56,226,197,86924
43338,T,7,231,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,47,130,313,86524
48102,R,5,101,ANALISIS,NO,NO,1,PF,EXTRANJERO,Femenino,62,223,500,85157
51600,C,4,231,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,65,130,693,83758
40605,R,5,101,CESVI,SI,NO,1,PF,ARGENTINA,Masculino,41,106,229,85157
53184,A,4,246,PARAMETROS,NO,NO,0,PF,EXTRANJERO,Masculino,43,221,767,87068
47241,A,3,240,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,34,46,415,84380
60361,G,2,240,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,24,130,682,84229
58741,C,4,225,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,28,221,865,85610
61236,L,2,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,57,221,937,82823
44376,I,3,225,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,50,221,49,85610
48437,B,4,201,PARAMETROS,NO,NO,0,PF,ARGENTINA,Femenino,27,221,517,84421
60206,T,9,231,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,46,128,946,87969
50479,C,4,201,PARAMETROS,NO,NO,0,PF,ARGENTINA,Femenino,40,0,600,83839
59631,A,4,230,PARAMETROS,NO,NO,1,PF,EXTRANJERO,Masculino,37,130,906,10433
43674,L,2,245,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,32,130,114,86941
44766,R,5,238,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,42,221,346,85591
52381,G,2,388,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,38,130,656,8800013
58736,R,5,230,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,44,228,834,84081
47765,A,4,216,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,52,38,452,12197
37888,L,2,209,PARAMETROS,NO,NO,1,PF,ARGENTINA,Femenino,85,223,46,87224
38962,L,3,238,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,31,221,28,86717
40619,R,5,201,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,27,221,144,85070
37799,R,5,218,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,67,213,75,11181
61581,A,4,109,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,38,221,1038,84530
52956,L,2,209,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,47,221,669,12097
59560,G,3,388,CESVI,SI,NO,0,PF,ARGENTINA,Masculino,50,238,892,86282
62568,A,4,218,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,33,108,1104,84610
36964,R,5,231,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,37,226,34,86524
43669,L,2,245,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,57,221,266,84727
53119,R,5,201,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,84,228,688,86663
39854,R,5,231,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,37,138,136,87631
45550,A,3,231,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,45,221,225,83826
49831,I,3,302,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,32,130,317,84458
50695,I,3,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,44,228,468,87969
61285,B,3,225,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,65,221,1005,89160
61358,C,3,225,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,65,221,1021,89160
43202,R,5,230,CESVI,SI,NO,0,PF,ARGENTINA,Masculino,57,130,282,84690
43343,T,7,231,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,42,249,243,86524
63711,B,4,209,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,37,221,1159,12097
49292,C,3,220,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,38,221,391,85995
59312,R,4,218,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,34,221,850,87177
59322,R,5,218,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,34,221,850,87177
61394,I,4,201,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,31,130,996,11225
38695,R,5,241,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,84,248,69,85444
58816,C,4,230,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,70,223,800,9386
46729,R,5,230,ANALISIS,NO,SI,1,PF,ARGENTINA,Masculino,37,108,372,88014
43188,A,8,230,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,63,223,184,85868
46085,A,4,238,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,37,221,302,86456
38187,R,5,231,PARAMETROS,NO,SI,0,PF,ARGENTINA,Femenino,88,223,51,84276
40907,L,2,231,CASI,NO,NO,1,PF,ARGENTINA,Femenino,34,130,56,84803
40816,C,4,101,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,45,221,141,85157
59319,T,6,231,ANALISIS,NO,NO,0,PF,EXTRANJERO,Masculino,62,221,833,83333
37119,R,5,302,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,34,221,2,87135
59079,A,3,232,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,38,46,329,86591
48793,A,4,106,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,50,130,424,84301
47679,A,4,205,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,47,130,396,86340
40781,I,3,101,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,24,221,82,85157
49064,A,4,225,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,35,221,448,87009
42337,G,2,201,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,50,130,0,11905
37895,R,5,229,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,70,130,19,11330
61220,A,3,230,ANALISIS,NO,NO,1,PF,EXTRANJERO,Femenino,31,130,866,87819
62370,T,7,220,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,28,221,1022,86733
39315,R,5,201,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,32,130,54,11397
44851,G,2,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,28,221,23,87068
38690,R,5,231,PARAMETROS,NO,NO,0,PF,EXTRANJERO,Masculino,45,130,24,84276
38182,R,5,231,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,45,221,10,86533
61942,A,4,216,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,30,130,974,87910
60035,T,2,230,ANALISIS,NO,NO,0,PF,EXTRANJERO,Femenino,34,221,708,88014
50725,A,4,201,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,37,221,503,83113
48445,A,4,238,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,34,221,393,83469
48446,R,5,101,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,42,221,391,85157
47896,A,8,101,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,42,221,365,85157
39748,R,5,229,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,28,130,29,82708
38694,R,5,232,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,34,249,15,8175
52198,L,2,232,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,55,46,45,86591
38845,A,4,238,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,24,225,22,86127
43770,R,5,230,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,34,221,216,87310
39998,A,4,216,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,50,130,49,84155
52116,G,2,218,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,42,223,362,85288
38842,A,4,205,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,62,223,15,87158
59724,A,4,231,PARAMETROS,NO,NO,1,PF,EXTRANJERO,Masculino,37,234,801,85063
60653,T,7,225,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,37,221,861,85785
49915,A,4,239,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,35,221,454,82780
50578,B,4,231,PARAMETROS,NO,NO,0,PF,ARGENTINA,Femenino,37,130,483,87969
61381,M,2,232,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,37,226,831,11555
43672,L,2,245,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,30,221,141,87034
43508,L,2,216,ANALISIS,NO,NO,0,PF,EXTRANJERO,Femenino,62,130,137,85641
59807,I,4,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,50,130,803,11880
51395,A,3,220,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,35,238,348,11670
63643,A,4,216,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,39,221,1063,87047
39765,R,5,201,CHECKLIST,NO,NO,0,PF,ARGENTINA,Masculino,38,130,23,87188
51764,C,4,205,PARAMETROS,NO,NO,0,PF,ARGENTINA,Femenino,44,221,530,86340
40960,G,2,338,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,32,130,39,86529
48650,T,9,218,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,49,234,360,87177
51557,R,4,231,ANALISIS,NO,SI,0,PF,EXTRANJERO,Masculino,35,221,470,83275
60049,L,3,230,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,53,221,772,88014
58709,A,3,225,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,42,221,618,85785
50230,A,4,218,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,38,130,442,86156
39763,R,5,238,CHECKLIST,NO,NO,0,PF,ARGENTINA,Masculino,39,221,13,85591
48536,A,4,216,PARAMETROS,NO,SI,1,PF,ARGENTINA,Masculino,37,221,360,85741
41289,T,6,216,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,41,92,72,86436
50379,I,8,240,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,62,221,376,86232
42064,R,5,238,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,59,14,81,11272
47531,B,4,231,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,34,130,307,87969
40535,R,4,225,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,31,221,16,84492
39692,C,4,205,CESVI,SI,SI,1,PF,ARGENTINA,Masculino,37,224,3,86340
49813,R,5,231,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,52,228,361,83258
59139,A,6,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,28,221,708,86078
40139,R,5,229,PARAMETROS,NO,NO,0,PF,ARGENTINA,Femenino,47,130,0,11184
41293,G,2,225,ANALISIS,NO,NO,0,PF,EXTRANJERO,Masculino,27,130,34,84305
43668,L,2,245,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,48,130,123,87883
41363,I,3,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,62,221,31,87742
48563,A,4,242,PARAMETROS,NO,NO,0,PF,EXTRANJERO,Femenino,40,221,340,86392
47806,A,4,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,32,221,300,87158
44612,R,5,230,CESVI,SI,SI,1,PF,ARGENTINA,Masculino,57,228,180,87694
49569,C,4,231,PARAMETROS,NO,NO,0,PF,EXTRANJERO,Masculino,52,130,377,83333
46963,T,9,101,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,41,221,75,85157
52867,G,2,246,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,42,226,414,87068
51599,C,4,229,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,44,226,459,84257
58213,B,4,231,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,28,221,576,83931
59006,R,5,338,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,72,223,662,85906
53130,A,4,338,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,37,218,290,88214
41499,R,5,232,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,48,46,3,84064
58216,A,3,388,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,24,149,495,8819727
52217,A,4,238,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,39,221,443,88979
49242,A,3,246,ANALISIS,NO,NO,1,PF,EXTRANJERO,Masculino,32,130,196,87111
59083,A,3,246,ANALISIS,NO,NO,1,PF,EXTRANJERO,Masculino,32,130,196,87111
48867,A,4,231,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,45,221,302,86524
58903,R,5,101,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,50,106,607,87509
53250,A,4,201,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,24,46,504,89997
51310,A,4,231,PARAMETROS,NO,NO,1,PF,ARGENTINA,Femenino,33,130,418,83696
46711,R,5,201,CESVI,SI,NO,0,PF,EXTRANJERO,Masculino,37,130,216,11905
45492,A,3,231,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,44,221,120,9198
46406,R,4,220,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,47,130,116,85995
50852,B,4,240,PARAMETROS,NO,NO,1,PF,EXTRANJERO,Masculino,52,221,396,84447
41612,R,5,232,PARAMETROS,NO,NO,0,PF,ARGENTINA,Femenino,34,130,0,6541
49305,A,4,216,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,30,130,310,85641
62470,A,4,205,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,32,221,876,87158
62243,A,4,218,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,37,221,871,12071
50036,R,5,230,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,42,226,317,12232
52550,A,8,378,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,50,221,440,87148
58468,B,3,101,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,32,106,517,87509
63065,A,4,238,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,41,221,915,83973
61626,I,4,388,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,52,3,823,8819727
47844,B,4,231,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,41,234,244,86524
53235,A,4,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,35,221,512,86702
51782,R,5,101,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,53,130,395,87509
50709,B,3,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,34,221,320,86702
42527,G,2,238,CESVI,SI,NO,0,PF,ARGENTINA,Masculino,67,43,17,86968
64452,A,4,216,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,28,221,985,11643
63828,R,5,230,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,63,221,956,83081
46333,R,5,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,30,46,174,86788
47409,R,5,218,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,23,130,186,87233
59585,A,4,238,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,42,226,634,83469
50261,G,2,238,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,38,29,175,87937
51077,R,5,101,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,50,54,352,12310
42875,R,5,220,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,26,51,26,87709
48405,A,4,230,PARAMETROS,NO,NO,1,PF,ARGENTINA,Femenino,86,223,248,10036
60729,A,4,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,31,130,681,83274
47981,L,2,216,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,41,221,65,7309
46551,R,5,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,44,130,161,88426
62058,A,3,246,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,85,0,786,87068
61744,C,3,246,CESVI,SI,NO,0,PF,ARGENTINA,Femenino,85,0,793,87068
46797,R,5,246,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,47,15,147,87068
63272,A,4,246,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,31,221,891,87068
47278,A,4,231,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,28,221,181,83594
49320,G,2,232,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,37,226,161,6552
49717,A,3,231,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,45,221,225,83826
43480,C,3,218,CESVI,SI,NO,1,PF,ARGENTINA,Masculino,47,130,33,87177
43369,R,5,220,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,28,234,25,86487
50811,B,3,388,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,39,46,292,8819727
50444,T,9,225,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,32,130,299,85785
61040,A,4,230,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,39,249,724,86706
59190,C,8,232,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,41,226,571,87582
60416,A,4,201,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,35,130,677,88613
60502,A,4,231,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,42,130,617,87969
60737,L,2,246,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,30,221,600,87068
52297,A,4,218,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,39,130,381,12324
50704,R,5,232,PARAMETROS,NO,SI,0,PF,ARGENTINA,Femenino,35,130,291,11555
46553,R,5,216,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,47,130,60,88426
47655,R,5,201,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,42,130,137,85477
61185,I,4,230,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,64,130,711,11291
51368,A,3,232,CONTACTO,NO,NO,1,PF,EXTRANJERO,Masculino,33,116,169,86591
50023,A,4,229,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,57,214,251,10319
44305,R,5,201,PARAMETROS,NO,NO,0,PF,ARGENTINA,Femenino,30,221,5,86988
59982,R,5,216,PARAMETROS,NO,NO,1,PF,ARGENTINA,Femenino,24,130,604,87511
64141,R,5,397,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,42,20,873,84569
60822,A,4,229,ANALISIS,NO,SI,0,PF,ARGENTINA,Femenino,35,221,664,11131
64311,A,4,238,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,37,221,895,86602
58197,L,2,220,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,42,221,357,85713
51784,R,5,101,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,84,226,314,87509
51783,R,4,101,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,84,226,312,87509
48444,R,4,244,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,57,221,150,6486
58890,A,3,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,45,221,319,8072
47625,G,2,209,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,50,130,77,87176
63991,A,3,231,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,65,221,510,86980
