ID_Alerta_posible_fraude,Cód. de gravedad del siniestro,Cód._Hecho,Código_Oficina,Tipo de Alerta,Antecedentes de siniestros en otras compañías?,Vehículo con rastreo satelital?,FRAUDE DETECTADO,Tipo de persona,Nacionalidad,Sexo,EDAD APROXIMADA POR NRO DNI,Código de actividad del asegurado
44228,R,5,231,ANALISIS,NO,SI,0,PJ,ARGENTINA,Femenino,86,238
32299,R,5,231,PARAMETROS,NO,NO,0,PJ,ARGENTINA,Femenino,86,238
34760,R,5,231,CESVI,SI,NO,0,PJ,ARGENTINA,Femenino,86,238
45516,G,2,229,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,65,130
62817,A,4,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,45,221
46701,R,4,216,CESVI,SI,SI,0,PF,ARGENTINA,Masculino,41,130
52458,R,4,201,PARAMETROS,NO,SI,0,PJ,N/A,N/A,,91
46587,T,5,201,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,44,228
43940,A,3,245,ANALISIS,NO,NO,1,PJ,ARGENTINA,Masculino,47,41
46584,A,3,245,CONTACTO,NO,NO,0,PJ,ARGENTINA,Masculino,47,41
41195,A,3,230,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,42,130
49042,A,4,205,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,34,91
26381,G,2,205,ANALISIS,SI,NO,0,PF,ARGENTINA,Femenino,42,130
30526,A,4,205,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,42,100
58502,B,4,231,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,30,130
26373,A,3,338,ANALISIS,SI,NO,1,PF,ARGENTINA,Masculino,35,226
42087,I,3,230,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,56,228
32760,M,2,201,CASI,NO,NO,1,PF,EXTRANJERO,Masculino,,221
32762,M,2,201,CASI,NO,NO,1,PF,EXTRANJERO,Masculino,,221
32910,R,5,230,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,26,130
34519,L,2,218,CESVI,SI,NO,1,PF,EXTRANJERO,Masculino,,221
58666,A,4,201,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,42,110
52628,G,2,388,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,59,221
42867,G,2,231,PARAMETROS,NO,SI,0,PJ,N/A,N/A,,99
49317,I,3,230,ANALISIS,NO,SI,0,PF,EXTRANJERO,Masculino,,221
49318,A,3,230,ANALISIS,NO,SI,0,PF,EXTRANJERO,Masculino,,221
37521,R,5,201,PARAMETROS,NO,SI,0,PJ,ARGENTINA,Femenino,84,238
47748,A,4,216,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,32,221
30002,R,5,201,PARAMETROS,NO,SI,0,PF,EXTRANJERO,Masculino,,234
63021,A,4,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,76,223
27824,L,2,206,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,67,234
28847,G,3,205,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,54,221
29791,I,3,205,CASI,NO,NO,0,PF,ARGENTINA,Masculino,38,0
48142,G,2,205,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,33,0
35311,R,5,206,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,50,221
38435,L,2,209,CASI,NO,NO,0,PF,ARGENTINA,Femenino,44,221
52623,R,5,241,ANALISIS,NO,NO,1,PF,EXTRANJERO,Masculino,,2
33415,L,2,216,CESVI,SI,SI,0,PF,ARGENTINA,Masculino,70,218
30517,M,2,206,CASI,NO,NO,0,PF,ARGENTINA,Masculino,99,214
26134,A,4,225,CESVI,SI,NO,1,PF,ARGENTINA,Masculino,27,222
30545,L,2,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,44,221
34762,R,5,229,CESVI,SI,SI,0,PJ,N/A,N/A,,61
58943,A,3,205,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,50,221
43176,G,2,206,CONTACTO,NO,NO,1,PF,ARGENTINA,Masculino,65,221
37893,R,5,205,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,63,228
29161,R,5,205,CESVI,SI,NO,0,PF,ARGENTINA,Masculino,36,130
62331,R,5,240,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,27,130
36258,R,5,241,PARAMETROS,NO,SI,0,PJ,ARGENTINA,Masculino,53,228
34522,L,2,209,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,64,221
37363,R,5,229,PARAMETROS,NO,NO,0,PJ,N/A,N/A,,15
39141,R,5,216,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,56,218
47269,I,3,345,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,60,221
29241,L,3,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,31,221
59864,C,4,231,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,44,221
27385,R,5,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,32,238
26432,R,5,230,CASI,NO,SI,0,PF,ARGENTINA,Masculino,39,15
47481,R,5,106,PARAMETROS,NO,SI,0,PJ,N/A,N/A,,99
34467,R,5,201,CESVI,SI,NO,0,PF,ARGENTINA,Masculino,76,210
32800,R,5,230,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,37,251
27532,L,2,209,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,65,221
52934,T,7,220,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,47,221
31669,B,3,343,CESVI,SI,NO,1,PF,ARGENTINA,Masculino,52,249
29601,A,3,338,ANALISIS,SI,NO,1,PF,ARGENTINA,Masculino,65,218
60655,I,4,201,ANALISIS,NO,NO,0,PJ,N/A,N/A,,23
28948,G,3,206,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,65,130
27693,A,4,216,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,41,130
61330,A,4,225,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,45,130
50569,B,4,229,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,35,130
32561,L,2,232,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,31,130
27921,R,5,101,ANALISIS,NO,NO,0,PJ,N/A,N/A,,238
25685,R,5,201,CESVI,SI,NO,0,PF,ARGENTINA,Femenino,39,46
27518,A,3,220,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,71,130
59320,A,3,109,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,55,130
38719,R,5,229,CESVI,SI,NO,0,PF,ARGENTINA,Masculino,55,130
34288,L,2,205,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,35,130
50097,A,4,229,PARAMETROS,NO,NO,0,PF,ARGENTINA,Femenino,52,130
49801,I,4,201,PARAMETROS,NO,SI,0,PF,ARGENTINA,Femenino,59,46
50924,B,4,246,PARAMETROS,NO,NO,0,PF,EXTRANJERO,Masculino,,130
25811,R,5,205,PARAMETROS,NO,NO,0,PJ,N/A,N/A,,98
27179,R,5,218,CESVI,SI,NO,0,PF,ARGENTINA,Masculino,50,130
28573,G,2,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,37,130
30877,R,5,230,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,55,130
38905,L,2,201,CASI,SI,NO,1,PF,ARGENTINA,Femenino,39,130
39490,L,3,201,CASI,SI,NO,1,PF,ARGENTINA,Femenino,39,130
39495,L,2,201,CASI,SI,NO,1,PF,ARGENTINA,Femenino,39,130
59722,R,5,216,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,50,130
28945,G,3,201,PARAMETROS,NO,SI,1,PJ,ARGENTINA,Masculino,47,130
38354,A,3,230,CESVI,SI,NO,1,PF,ARGENTINA,Masculino,41,130
61140,C,4,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,46,130
25974,R,5,231,PARAMETROS,NO,SI,0,PF,ARGENTINA,Femenino,37,130
33724,R,5,201,PARAMETROS,NO,SI,0,PJ,N/A,N/A,,23
58521,I,4,363,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,38,130
30793,R,5,225,PARAMETROS,NO,NO,0,PF,ARGENTINA,Femenino,41,130
60082,I,3,101,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,52,46
58817,A,8,201,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,67,225
43696,R,5,201,PARAMETROS,NO,NO,0,PJ,N/A,N/A,,238
43224,R,5,201,CESVI,SI,SI,0,PJ,N/A,N/A,,238
27498,R,5,201,CESVI,SI,NO,0,PJ,N/A,N/A,,238
49919,T,5,220,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,37,130
51788,R,5,231,PARAMETROS,NO,SI,0,PJ,ARGENTINA,Masculino,45,218
36710,R,4,220,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,49,130
61962,A,4,201,PARAMETROS,NO,NO,0,PJ,N/A,N/A,,48
62263,A,3,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,70,46
33030,R,5,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,41,0
48635,R,5,205,PARAMETROS,NO,SI,0,PF,ARGENTINA,Femenino,64,130
59076,A,8,232,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,63,130
27469,L,2,231,ANALISIS,SI,NO,0,PF,ARGENTINA,Femenino,63,130
30546,R,5,225,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,41,130
63474,A,3,392,ANALISIS,NO,NO,0,PJ,N/A,N/A,,246
52744,I,3,230,ANALISIS,NO,NO,0,PJ,ARGENTINA,Masculino,59,82
40901,I,3,205,ANALISIS,NO,SI,0,PF,EXTRANJERO,Masculino,,0
61717,A,4,231,ANALISIS,NO,NO,1,PJ,N/A,N/A,,106
29433,C,3,216,CESVI,SI,SI,0,PJ,N/A,N/A,,241
47888,R,4,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,67,130
30525,G,3,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,36,130
32986,G,2,205,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,36,130
64055,A,4,205,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,44,130
61390,B,4,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,41,130
60551,A,4,205,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,48,221
34544,G,2,230,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,32,226
52501,T,7,225,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,59,226
38038,R,5,218,PARAMETROS,NO,NO,0,PJ,ARGENTINA,Masculino,52,238
50706,R,5,232,PARAMETROS,NO,SI,0,PF,ARGENTINA,Femenino,56,130
25528,R,5,216,CESVI,SI,SI,0,PJ,ARGENTINA,Masculino,70,238
34554,G,2,206,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,42,221
34708,R,4,201,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,34,221
32559,G,2,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,45,221
33443,L,2,205,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,32,226
27603,R,5,206,CESVI,SI,NO,0,PF,ARGENTINA,Masculino,70,150
39674,A,3,205,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,57,226
62747,R,5,388,PARAMETROS,NO,NO,1,PF,ARGENTINA,Femenino,52,107
59896,A,4,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,28,130
26220,G,5,220,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,52,228
30285,R,5,231,CESVI,SI,NO,0,PF,ARGENTINA,Masculino,30,46
29322,L,2,230,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,39,221
34095,L,2,205,PARAMETROS,NO,NO,1,PF,EXTRANJERO,Masculino,,221
39312,T,3,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,41,226
31972,L,3,218,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,32,130
28848,G,3,232,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,63,3
25303,R,5,216,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,41,15
59287,A,4,230,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,34,221
59027,B,4,205,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,41,221
33649,G,2,232,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,99,63
32531,A,4,392,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,48,79
48767,G,2,201,PARAMETROS,NO,SI,0,PF,EXTRANJERO,Masculino,,36
46323,R,5,216,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,65,218
49177,R,5,216,CESVI,SI,NO,1,PF,ARGENTINA,Femenino,65,218
59800,A,4,218,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,41,221
39275,R,5,218,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,59,226
47626,A,4,229,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,62,3
59193,T,8,239,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,68,221
47382,A,4,225,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,35,221
60343,A,4,238,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,42,221
32358,R,5,201,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,38,138
46409,T,3,246,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,65,0
26451,R,5,101,CHECKLIST,NO,NO,1,PF,ARGENTINA,Masculino,39,130
25782,R,5,205,ANALISIS,NO,SI,0,PF,EXTRANJERO,Masculino,,130
51501,T,6,230,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,50,138
52125,A,4,201,ANALISIS,NO,NO,1,PJ,N/A,N/A,,238
35127,G,2,216,PARAMETROS,NO,NO,0,PF,ARGENTINA,Femenino,65,212
25592,R,5,230,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,38,221
62134,R,5,231,PARAMETROS,NO,NO,0,PJ,N/A,N/A,,212
63326,A,4,231,PARAMETROS,NO,NO,0,PJ,N/A,N/A,,212
34537,G,2,225,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,32,130
46750,R,5,105,ANALISIS,NO,NO,1,PJ,N/A,N/A,,238
46752,R,5,105,ANALISIS,NO,NO,1,PJ,N/A,N/A,,238
60987,A,4,205,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,57,213
43783,L,2,245,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,53,3
33949,R,5,238,PARAMETROS,NO,SI,0,PJ,N/A,N/A,,238
40697,R,5,216,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,50,237
58643,A,4,230,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,31,221
62337,I,4,232,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,50,221
28412,I,2,205,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,39,221
47764,A,4,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,34,221
41148,R,5,216,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,41,40
36856,R,5,230,CESVI,SI,NO,0,PJ,ARGENTINA,Femenino,50,124
30537,L,2,230,ANALISIS,NO,SI,0,PJ,ARGENTINA,Femenino,50,124
33167,A,8,216,ANALISIS,NO,SI,1,PF,ARGENTINA,Masculino,38,48
51123,B,4,201,PARAMETROS,NO,NO,0,PF,EXTRANJERO,Masculino,,130
63297,B,4,225,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,45,242
34364,T,8,216,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,41,149
27393,G,2,388,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,53,234
33599,G,2,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,32,221
32735,A,3,338,ANALISIS,NO,NO,1,PJ,N/A,N/A,,59
27721,R,5,220,PARAMETROS,NO,SI,0,PJ,ARGENTINA,Masculino,48,10
41756,T,9,247,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,,250
50334,A,4,246,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,44,221
33982,R,5,238,CESVI,SI,NO,0,PJ,N/A,N/A,,21
51789,R,5,229,PARAMETROS,NO,SI,0,PJ,N/A,N/A,,98
39764,R,5,229,PARAMETROS,NO,NO,0,PJ,N/A,N/A,,11
26578,R,5,101,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,43,110
63006,R,5,216,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,67,221
34659,L,2,201,CONTACTO,NO,NO,0,PF,ARGENTINA,Femenino,59,135
44417,R,5,231,PARAMETROS,NO,SI,0,PJ,N/A,N/A,,23
43922,R,4,225,ANALISIS,NO,SI,1,PF,ARGENTINA,Masculino,30,221
58224,T,7,201,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,31,130
28345,R,5,225,CESVI,SI,NO,0,PF,ARGENTINA,Masculino,57,4
35596,B,3,232,CESVI,SI,NO,0,PF,ARGENTINA,Femenino,31,228
60730,L,2,246,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,34,221
42459,G,2,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,53,46
26002,R,5,230,PARAMETROS,NO,NO,0,PJ,ARGENTINA,Masculino,47,45
26834,L,2,231,CESVI,SI,NO,1,PF,ARGENTINA,Femenino,56,6
32010,L,2,231,CASI,NO,NO,1,PF,ARGENTINA,Femenino,56,6
32011,L,2,231,CASI,NO,NO,1,PF,ARGENTINA,Femenino,56,6
37889,R,5,229,ANALISIS,NO,SI,0,PF,EXTRANJERO,Femenino,,130
49669,R,5,231,PARAMETROS,NO,SI,0,PF,EXTRANJERO,Masculino,,228
28418,G,3,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,44,221
28475,G,2,201,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,35,130
33421,R,5,231,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,45,130
61322,A,3,225,ANALISIS,NO,NO,1,PJ,N/A,N/A,,217
33422,G,2,201,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,50,14
43267,T,7,225,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,26,221
41763,A,4,205,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,48,221
34498,L,2,209,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,32,130
28209,I,3,109,ANALISIS,SI,NO,1,PF,ARGENTINA,Femenino,41,15
49729,C,4,230,PARAMETROS,NO,SI,0,PF,ARGENTINA,Femenino,39,221
27869,G,2,201,CESVI,SI,NO,0,PF,ARGENTINA,Masculino,39,51
28411,R,5,238,ANALISIS,NO,NO,0,PJ,N/A,N/A,,30
49269,G,3,231,ANALISIS,NO,SI,0,PJ,N/A,N/A,,238
42169,G,2,231,ANALISIS,NO,SI,0,PJ,N/A,N/A,,238
51757,A,4,205,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,45,217
60651,G,1,216,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,62,221
48818,G,3,225,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,48,221
35870,A,3,109,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,32,130
63896,A,4,218,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,42,130
63678,A,3,220,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,76,130
34758,L,2,216,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,59,221
29578,L,2,209,CASI,NO,NO,1,PF,ARGENTINA,Femenino,29,130
30515,L,2,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,37,221
29374,L,2,206,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,44,221
59766,L,2,232,ANALISIS,NO,SI,1,PF,ARGENTINA,Masculino,45,251
31573,R,5,231,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,31,130
48056,A,4,216,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,38,130
47682,A,4,229,PARAMETROS,NO,NO,0,PJ,ARGENTINA,Femenino,38,238
32552,R,5,229,ANALISIS,SI,NO,0,PF,ARGENTINA,Masculino,37,51
47641,G,2,218,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,48,221
53217,A,4,240,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,45,135
64290,A,4,205,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,26,130
58632,A,4,205,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,52,91
34096,L,2,201,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,39,221
27604,A,5,229,ANALISIS,NO,SI,1,PF,ARGENTINA,Masculino,63,130
47307,A,4,205,PARAMETROS,NO,NO,1,PF,ARGENTINA,Femenino,56,221
40893,R,5,231,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,39,221
48141,G,2,231,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,63,221
32356,R,5,205,ANALISIS,NO,NO,0,PF,EXTRANJERO,Masculino,,0
48152,G,2,216,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,48,23
31007,R,5,201,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,38,238
59363,L,2,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,47,221
58819,A,4,241,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,45,221
35768,R,5,216,PARAMETROS,NO,SI,0,PJ,ARGENTINA,Masculino,47,46
29552,L,2,238,CESVI,SI,NO,1,PF,ARGENTINA,Masculino,63,220
46366,R,5,239,ANALISIS,NO,SI,0,PF,ARGENTINA,Femenino,48,226
58214,L,4,230,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,48,107
58482,A,3,220,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,59,130
33795,T,8,231,PARAMETROS,NO,NO,0,PF,ARGENTINA,Femenino,59,221
31577,L,2,206,ANALISIS,NO,NO,0,PJ,N/A,N/A,,35
58231,A,4,101,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,50,106
48919,R,5,225,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,35,226
62998,T,7,225,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,35,221
47804,A,4,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,30,130
43787,G,2,216,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,35,221
50131,R,5,238,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,55,107
61925,R,5,238,PARAMETROS,NO,SI,0,PJ,N/A,N/A,,23
32554,R,5,232,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,48,228
63139,A,3,238,ANALISIS,NO,NO,0,PJ,N/A,N/A,,30
31276,R,5,230,CESVI,SI,SI,1,PF,ARGENTINA,Masculino,48,14
29553,R,5,205,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,39,221
52861,A,4,229,PARAMETROS,NO,NO,0,PF,EXTRANJERO,Masculino,,223
52552,A,8,378,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,43,221
34712,R,5,232,PARAMETROS,NO,SI,0,PJ,ARGENTINA,Masculino,70,228
41637,I,3,218,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,57,234
46591,C,3,218,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,57,234
40142,R,3,232,PARAMETROS,NO,NO,0,PF,ARGENTINA,Femenino,84,107
48421,G,2,232,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,52,226
29796,L,2,206,CESVI,SI,SI,1,PF,ARGENTINA,Masculino,44,221
60232,A,4,231,ANALISIS,NO,NO,1,PF,EXTRANJERO,Masculino,,46
32977,A,3,231,CESVI,SI,SI,1,PF,ARGENTINA,Masculino,64,221
51449,C,4,201,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,32,130
30907,L,2,205,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,42,221
48150,G,2,201,ANALISIS,NO,NO,0,PJ,ARGENTINA,Masculino,38,238
41151,G,2,209,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,37,106
49174,A,4,205,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,62,221
29536,G,2,206,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,62,221
47303,B,4,246,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,30,221
59028,A,8,231,PARAMETROS,NO,SI,1,PF,ARGENTINA,Femenino,38,130
30092,G,2,201,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,34,130
61450,R,5,225,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,60,21
59204,R,5,216,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,55,107
47931,A,4,231,PARAMETROS,NO,NO,1,PF,ARGENTINA,Femenino,45,221
38600,L,2,230,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,84,238
37898,A,3,201,ANALISIS,NO,NO,1,PJ,ARGENTINA,Masculino,34,249
61722,T,3,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,63,243
63350,A,4,216,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,67,238
36414,R,5,230,PARAMETROS,NO,NO,0,PF,ARGENTINA,Femenino,45,130
50813,B,8,205,ANALISIS,NO,SI,0,PF,ARGENTINA,Masculino,44,221
35767,R,5,238,PARAMETROS,NO,SI,0,PF,ARGENTINA,Masculino,63,213
34487,R,5,101,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,50,221
40235,L,2,209,ANALISIS,SI,NO,0,PF,ARGENTINA,Femenino,52,251
33418,L,2,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,55,130
30040,R,5,216,CESVI,SI,SI,0,PF,ARGENTINA,Masculino,59,130
41315,A,4,240,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,37,221
48485,T,4,242,CESVI,SI,NO,0,PF,ARGENTINA,Femenino,30,249
30723,R,5,231,CESVI,SI,SI,0,PJ,N/A,N/A,,241
31927,R,5,231,PARAMETROS,NO,SI,0,PJ,N/A,N/A,,241
58524,A,3,246,ANALISIS,NO,NO,1,PF,ARGENTINA,Femenino,44,0
52121,A,8,246,PARAMETROS,NO,NO,1,PF,ARGENTINA,Masculino,42,221
35499,T,5,216,PARAMETROS,NO,NO,0,PF,EXTRANJERO,Masculino,,256
35715,L,2,201,ANALISIS,NO,NO,0,PJ,N/A,N/A,,208
36711,I,3,231,ANALISIS,NO,NO,0,PJ,ARGENTINA,Masculino,59,232
58715,A,4,201,ANALISIS,NO,NO,0,PF,ARGENTINA,Femenino,35,221
31427,R,5,238,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,56,226
50563,C,4,216,PARAMETROS,NO,NO,0,PF,ARGENTINA,Masculino,31,221
52919,A,8,232,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,35,221
59075,A,8,232,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,35,221
46151,R,5,216,CHECKLIST,NO,NO,0,PF,ARGENTINA,Masculino,70,130
34536,L,1,201,ANALISIS,NO,NO,0,PJ,N/A,N/A,,91
42851,L,2,209,ANALISIS,NO,NO,1,PF,ARGENTINA,Masculino,31,130
60886,A,4,231,ANALISIS,NO,NO,0,PF,ARGENTINA,Masculino,52,221
